"name","gender"
"IGAWA Junichi","Men"
"PEZZO Mirco","Men"
"TRUE Benjamin","Men"
"FERNANDEZ Christian","Men"
"ZUPAN Andraz","Men"
"FIGI Fabian","Men"
"SHVIDKIY Oleksiy","Men"
"SCHULER Harald","Men"
"KUFNER Alen","Men"
"SUTHER Lars","Men"
"FLAHARTY Tyson","Men"
"MATHISEN Bengt-Magnus","Men"
"SIMONS Casey","Men"
"OREN Bayram","Men"
"KANGARLOO Justin","Men"
"ULLMANN Steve","Men"
"NELSON Lars","Men"
"CLEMENTI Federico","Men"
"HECKRODT Jesse","Men"
"DYCK Casey","Men"
"JELENC Blaz","Men"
"HUOPANA Tuomas","Men"
"DE MANINCOR Luca","Men"
"OLIVEROS Manuel","Men"
"LITLERE Lars","Men"
"FOLLADOR Alessandro","Men"
"GRAB Pascal","Men"
"KANGARLOO Cyrus","Men"
"OMORI Wataru","Men"
"RUIZ Alberto","Men"
"DAMMEN Kjetil Hagtvedt","Men"
"FOSTER Ryan","Men"
"HECHL Lukas","Men"
"LEIJON Markus","Men"
"SCOTT Steve","Men"
"KOLSTAD Jonas Austmo","Men"
"VYKOUKAL Jan","Men"
"CARLSTROM Jesse","Men"
"NOGAMI Takahisa","Men"
"BLAIS Jonathan","Men"
"PUIGSUBIRA Marco","Men"
"FOSTER Ethan L","Men"
"STRABEL Eric","Men"
"KEPLINGER Markus","Men"
"YAMAMURO Tadashi","Men"
"BERGERUD Lars","Men"
"JOLY Guillaume","Men"
"LAURIN Jean Pascal","Men"
"LUSHKIN Alexey","Men"
"CHURCHILL Lee","Men"
"SCHREIER Thorsten","Men"
"FROHS Joern","Men"
"SCHWOERER Tobias","Men"
"LEONARDI Ugo","Men"
"SLIND Kari Oeyre","Women"
"GODOVANICHENKO Daria","Women"
"ANGER Lucia","Women"
"TIKHOVA Evgenia","Women"
"RINGWALD Sandra","Women"
"AYMONIER Celia","Women"
"MOUILLESEAUX Lucile","Women"
"DIGGINS Jessica","Women"
"CALDWELL Sophie","Women"
"BUILLET Marion","Women"
"DAVYDENKOVA Maria","Women"
"SOBOLEVA Elena","Women"
"RAZINGER Nika","Women"
"SCHWARZ Nathalie","Women"
"MEYER Johanna","Women"
"SCHICHO Elisabeth","Women"
"GROHOVA Karolina","Women"
"RONCARI Debora","Women"
"MAYERHOFER Veronika","Women"
"TASSION Laure","Women"
"PEKKARI Fanny","Women"
"MARCISZ Ewelina","Women"
"MARKKANEN Sanna","Women"
"REID Joanne","Women"
"HOLUBOVA Petra","Women"
"HORKA Ludmila","Women"
"KNOPOVA Kamila","Women"
"SARA Timeea","Women"
"SPRECHER Stefanie","Women"
"SEVERRUS Eva","Women"
"SLOWIOK Anna","Women"
"BEATTY Dahria","Women"
"BROZNIC Nina","Women"
"KALIADA Tatsiana","Women"
"KOZIELSKA Magdalena","Women"
"ARDISAUSKAITE Ingrida","Women"
"STOYAN Anna","Women"
"MORRAL Berta","Women"
"MORDARSKA Justyna","Women"
"LOPEZ Maialen","Women"
"GUNES Busra","Women"
"SCHERBININA Anna","Women"
"SEROKHVOSTOVA Elena","Women"
"HAGA Ragnhild","Women"
"EICHHORN Theresa","Women"
"PATTERSON Caitlin","Women"
"STADLOBER Teresa","Women"
"HART Anne","Women"
"COLIN Marion","Women"
"SCARDONI Lucia","Women"
"THORN Madeleine","Women"
"NORDSTROEM Maria","Women"
"LACROIX Roxane","Women"
"KADRMANOVA Ivana","Women"
"STANISIC Lucija","Women"
"LOETSCHER Christine","Women"
"SPRECHER Patricia","Women"
"JANOUSKOVA Martina","Women"
"SMIRNOVA Inna","Women"
"AGREITER Debora","Women"
"KAUPPINEN Tanja","Women"
"HOECK Christina-Lisa","Women"
"MEDVEDEVA Polina","Women"
"BJORNSEN Sadie","Women"
"MENDE Esther","Women"
"SOEMSKAR Linn","Women"
"OEBERG Jennie","Women"
"GREER Janelle","Women"
"MORANDINI Lisa","Women"
"KLIMKOVA Lucia","Women"
"GLEN Amy","Women"
"AUCLAIR Catherine","Women"
"MERRITT Georgia","Women"
"LEASK Ingrid","Women"
"WIKEN Emma","Women"
"TANYGINA Alevtina","Women"
"DI SOPRA Francesca","Women"
"WILHELM Karolin","Women"
"GUSCHINA Mariya","Women"
"JACOB Anne","Women"
"MAKOVEEVA Natalia","Women"
"SKRBKOVA Tereza","Women"
"MYKHNYUK Galyna","Women"
"DEBERTOLIS Ilaria","Women"
"SARGENT Ida","Women"
"KORSGREN Lina","Women"
"USATOVA Oxana","Women"
"HRAKOVICH Yana","Women"
"LANCHAKOVA Vika","Women"
"SHAMSHURINA Oxana","Women"
"PICHARD Lucy","Women"
"LAZAREVA Olga","Women"
"BIESZCZAD Kinga","Women"
"KASAHARA Chihiro","Women"
"TURZIAN Alexa","Women"
"DROLET Stephanie","Women"
"LANGEL Tiffany","Women"
"CASALI Ilenia","Women"
"GORRA Melissa","Women"
"MAYERHOFER Johanna","Women"
"MARALSKAIA Ekaterina","Women"
"HLOPOTINA Olga","Women"
"BLANES Beatriz","Women"
"TOLAROVA Sona","Women"
"EKBERG Sofie","Women"
"ROSSLEROVA Zuzana","Women"
"TYLER Parker","Women"
"BENDER Jennie","Women"
"MUELLER Jessica","Women"
"DE MARTIN TOPRANIN Virginia","Women"
"MARCISZ Marcela","Women"
"KOBAYASHI Yuki","Women"
"STAREGA Anna","Women"
"HEWITT Sara","Women"
"BUEHLER Sabrina","Women"
"ROUDOT Solenne","Women"
"ROMBACH Laura","Women"
"ROESTI Manuela","Women"
"HIEMER Steffi","Women"
"HABERMANN Elisabeth","Women"
"PREKURAT Aleksandra","Women"
"KAMINSKAYA Valiantsina","Women"
"SCHJOELBERG Tiril","Women"
"HAIBEL Carolin","Women"
"SCHNEIDER Franziska","Women"
"KNAP Alexandra","Women"
"LAURSON Kristel","Women"
"VELJKOVIC Zvjezdana","Women"
"BERGMAN Emma","Women"
"ANTIPOVA Marina","Women"
"SIEBER Raphaela","Women"
"MOROGOVA Tatiana","Women"
"SLESAREVA Marina","Women"
"TANGEN Caroline","Women"
"RUF Marion","Women"
"DITTRICH Antje","Women"
"WESTLUND Inger-Lise","Women"
"BACHMANN Nadine","Women"
"ISHIGAKI Sumiko","Women"
"AESCHLIMANN Kaethy","Women"
"STEBLER Silvia","Women"
"STRAUBE Claudia","Women"
"IKSANOVA Alija","Women"
"SLEPOVA Anna","Women"
"BIRKIGT Marcia","Women"
"AZEGAMI Naoko","Women"
"STEVICOVA Magdalena","Women"
"SWIEDER Julia","Women"
"SCHREMPF Romana","Women"
"BELSAK Brigita","Women"
"RENNIE Claire","Women"
"MALEC Lorena","Women"
"JAQUES Crystin","Women"
"WUNDERLE Stefanie","Women"
"GASPARIN Selina","Women"
"HAMEL Carina","Women"
"HAMILTON Tara","Women"
"SZYMANCZAK Agnieszka","Women"
"PODVIZ Renata","Women"
"BRADY Paige","Women"
"BOTT Flurina","Women"
"PILLER Daniela","Women"
"NILSSON Karin","Women"
"HANSSON Sandra","Women"
"CRUSIUS-HASLER Alexandra","Women"
"PATZER Hilary","Women"
"KAEMPF Mandy","Women"
"VOELKEL Steffi","Women"
"DIKKEMA Shannon","Women"
"STEEN Andreas Myran","Men"
"PLOSKONOSOV Dmitriy","Men"
"KLING Peter","Men"
"SKOBELEV Vladislav","Men"
"PERLYAK Stanislav","Men"
"GRADER Thomas","Men"
"MIKKOLAINEN Juha-Matti","Men"
"VESTBOE Thomas","Men"
"HAMR Jan","Men"
"FREMO Thomas","Men"
"BISKUP Wojciech","Men"
"HLUCHNIK Mariusz","Men"
"MORK Ole Christian","Men"
"DENGEL Bart","Men"
"KOZACHOK Dmytro","Men"
"ENDERS Marcus","Men"
"PIETROGIOVANNA Daniel","Men"
"BRUS Darjan","Men"
"HARSEM Kathrine Rolsted","Women"
"JANOVSKAJA Jana","Women"
"NAZAROVA Irina","Women"
"ABE Risa","Women"
"SIMILLE Manon","Women"
"HANCIKOVA Hana","Women"
"YAGUCHI Sayuri","Women"
"FITZGERALD Kate","Women"
"BERTHELSEN Niviaq Chemnitz","Women"
"BELAIA Anna","Women"
"OMORI Naoko","Women"
"LEANCA Ionela Gabriela","Women"
"PELLEGRINI Sara","Women"
"KRAUSE Jessica","Women"
"RICE Kasandra","Women"
"OWEN Kristina","Women"
"SVEEN Simen Andreas","Men"
"EINARSSON Snorri","Men"
"MOE Ola Erik Heen","Men"
"LAMPINEN Antti","Men"
"BRAATHEN Kristian","Men"
"ULSUND Einar A","Men"
"PEDERSEN Morten Eide","Men"
"HANSSEN John Chris Deighan","Men"
"ANSNES Ronny Fredrik","Men"
"FJELD Oeyvind Moen","Men"
"BERDAL Tore Bjoerseth","Men"
"RENNEMO Anders Tettli","Men"
"MYRLAND Anders","Men"
"BERGE Harald","Men"
"HAMMER Martin","Men"
"THYLI Vetle","Men"
"OEDEGAARD Rune Malo","Men"
"HAMMER Kristian Riseth","Men"
"NYGAARD Bjoern Thomas","Men"
"DRIVENES Erlend","Men"
"MYTHE Per Oeyvind","Men"
"BRAATHEN Joergen","Men"
"THYGESEN Torgeir Skare","Men"
"HALLEN Stian","Men"
"PETTERSEN Morten Harjo","Men"
"HOFF Sindre","Men"
"TOFTEGAARD Lars Amund","Men"
"STORROENNING Christer","Men"
"KNUDTZON Nicolas","Men"
"HOEYDAHL Sigve","Men"
"UPADHYAY Varun","Men"
"LAVONEN Tommi","Men"
"SAETHER Jonas","Men"
"HYTTEHAUG Lars","Men"
"BALTO Baard Vegard Ytrehauge","Men"
"BAEKKEN Simen","Men"
"MAEHLUM Nils-Einar","Men"
"MIKKELSEN Espen","Men"
"KAAS Sverre Waaler","Men"
"GODOE Vegard","Men"
"BJOERGEN Per Egil","Men"
"HOEYE Andreas Wold","Men"
"AALBERG Jonas","Men"
"EINVIK Kenneth Helgesen","Men"
"ANDERSEN Martin","Men"
"NYENG Emil","Men"
"LORENTSEN Eirik","Men"
"FENRE Tobias Dahl","Men"
"SVINGHEIM Magnus","Men"
"KRISTOFFERSEN Inge","Men"
"NYGAARD Per Kristian","Men"
"ODSAETER Lars Vingli","Men"
"STOKKE Sindre","Men"
"JENSEN Vegar Hattestad","Men"
"DAHL Svein Halvor","Men"
"VANNEBO Morten","Men"
"MOE Markus","Men"
"GJERDALEN Njaal Tage","Men"
"SAELE Erik Dimmen","Men"
"FALLA Marius Caspersen","Men"
"AALAND Reinar","Men"
"HILMO Jo Vegard","Men"
"NORDGAARD Rune","Men"
"HALSETH Petter","Men"
"KLEMOEN Eivind","Men"
"OLIMB Henrik","Men"
"JELSTAD Stian S.","Men"
"KORSMO Frode","Men"
"STEEN Tobias Vik","Men"
"KRISTINSSON Brynjar Leo","Men"
"PAJUNOJA Aki","Men"
"ANDRESEN Ragnar Bragvin","Men"
"VAHTRA Eno","Men"
"KAURSON Tomas","Men"
"KALJUVEE Rando","Men"
"TEEARU Hans","Men"
"RIBAKOVS Pavels","Men"
"JONSSON Paer","Men"
"GUSTAFSSON Johan","Men"
"GUSTAFSSON Joachim","Men"
"JOENSSON Peter","Men"
"THORESSON Jonatan","Men"
"PAULSEN Steffen Saeterhagen","Men"
"HEDLUND David","Men"
"HERRMAN Johan","Men"
"WESTERLUND Johan","Men"
"LINDBLOM Hampus","Men"
"AAHL Jim","Men"
"LARSSON Adam","Men"
"BLOM Rasmus","Men"
"SOEDERGREN Anton","Men"
"AAKERBLOM-ANDERSSON Robert","Men"
"BERGGREN Thobias","Men"
"FRISK David","Men"
"LINDELL Jonas","Men"
"SOLIN Anders","Men"
"NILSSON Klas","Men"
"BERGSTROEM Oscar","Men"
"BRINDBERGS Emil","Men"
"LINDBLAD Martin","Men"
"SPILLER Leon","Men"
"SIULATOV Pavel","Men"
"ROMANOV Viktor","Men"
"ROMANOV Anatoliy","Men"
"AALTO Matti","Men"
"KUORELAHTI Topi","Men"
"KUUSELA Mikko","Men"
"IDSTROEM Reima","Men"
"JARVA Olli","Men"
"KOISTINEN Kalle","Men"
"SEPPANEN Atte","Men"
"STENBACK Janne","Men"
"PALOSAARI Heikki","Men"
"MONONEN Janne","Men"
"PELTTARI Pasi","Men"
"LAHDEMAKI Sami","Men"
"TUUKKANEN Ville","Men"
"HAAHTI Antti","Men"
"LARSSON Tor","Men"
"KYMALAINEN Kimmo","Men"
"KETELAE Toni","Men"
"PIRTTIJOKI Ville","Men"
"JELONEN Henri","Men"
"UOTILA Juho","Men"
"SAEKKINEN Tuomas","Men"
"HUHTA Jari","Men"
"KOSKELA Niko","Men"
"TERVO Janne","Men"
"HEIKKINEN Juho","Men"
"AHOKAS Niila","Men"
"KORHONEN Jyri","Men"
"SEPPAE Esa","Men"
"KYMAELAEINEN Petteri","Men"
"KALLIO Vesa","Men"
"HALONEN Juho","Men"
"MYLLYKOSKI Tuomas","Men"
"PETASNORO Rami","Men"
"NIITTYLAHTI Tuomo","Men"
"SIMOLA Jani","Men"
"KIRSSI Antti-Markus","Men"
"SEPPANEN Jonne","Men"
"RAUTIAINEN Simo","Men"
"PAAKKONEN Pekka","Men"
"TORVINEN Petri","Men"
"KRONBERG Patrick","Men"
"CICHERO Federico Pablo","Men"
"ISOLA Markus","Men"
"TURUNEN Tero","Men"
"VANHAPIHA Jukka","Men"
"HAKOLA Ristomatti","Men"
"NIEMI Harri","Men"
"OESTMAN Peter","Men"
"SINIJAERVI Markus","Men"
"OINONEN Samuli","Men"
"VAHERKOSKI Petteri","Men"
"MAUNUKSELA Ville","Men"
"SCHWARZ Daniel","Men"
"NILSSON Markus","Men"
"SEPPA Joni","Men"
"LINDSTROEM Fredrik","Men"
"ERIKSSON Robin","Men"
"NORDSTROEM Gustav","Men"
"ENGBLOM Tobias","Men"
"JOHANSSON Emil","Men"
"SUNNERBERG Stefan","Men"
"MARTINSSON Johan","Men"
"SVEDER Simon","Men"
"SVENSSON Emil","Men"
"SIMBERG Erik","Men"
"KARDIN Oskar","Men"
"WESTBERG Karl-Johan","Men"
"PERSSON Niklas","Men"
"QUICKLUND Carl","Men"
"LAGERGREN Emil","Men"
"FEMLING Peppe","Men"
"SOEDERMAN Erik","Men"
"OEBERG Linus","Men"
"BERGSTROEM Martin","Men"
"ERIKSSON Gustav","Men"
"BERGSTROEM Adrian","Men"
"ELFFORS Arvid","Men"
"EMILSSON Jimmy","Men"
"RINGSBY Johannes","Men"
"ANDERSSON Simon","Men"
"FRISTEDT Henrik","Men"
"LOEVGREN Johan","Men"
"JOHANNESSON Pontus","Men"
"ILHAMN Johan","Men"
"BJOERK Fredric","Men"
"SANDGREN Mikael","Men"
"SVENNINGSSON Rasmus","Men"
"BERGSTEN Daniel","Men"
"KAARSTROEM Andreas","Men"
"IMPOLA Jack","Men"
"SVENSSON Daniel","Men"
"JOHANSSON Marcus","Men"
"ESKELUND Robert","Men"
"TALLBOM Patrik","Men"
"ERIKSSON Kalle","Men"
"FORSS Arvid","Men"
"GRANN Andreas","Men"
"LYSHOLM Jonas","Men"
"NYSTROEM Jesper","Men"
"LINDSTEDT Joacim","Men"
"EDENROTH Karl","Men"
"ENBERG Anton","Men"
"PERSSON Joakim","Men"
"EKMAN Emil","Men"
"ANDERSSON Jens","Men"
"LINDGREN Per","Men"
"JONASSON Mathias","Men"
"HAEGGSTROEM Johan","Men"
"HASSELGREN Klas","Men"
"WEDIN Ronny","Men"
"ARGAARDS Mattias","Men"
"KEMPE Torsten","Men"
"TORSTENSSON Sebastian","Men"
"OLSSON Christoffer","Men"
"NORDSTROEM David","Men"
"STARK Erik","Men"
"SANDBERG Per","Men"
"AINEGREN Johannes","Men"
"HANSSON Viktor","Men"
"ARNESSON Jesper","Men"
"SUNDIN Jakob","Men"
"HALVARSSON Daniel","Men"
"LARSSON Andre","Men"
"HULTIN Joel","Men"
"IMPOLA Bob","Men"
"NILSSON Tobias","Men"
"WASSBERG Niklas","Men"
"KVARNSTROEM Simon","Men"
"SJOEGREN David","Men"
"JOHANSSON Erik","Men"
"PERSSON Oscar","Men"
"DANIELSSON MEILING Axel","Men"
"AAHMAN Andreas","Men"
"BJOERK Magnus","Men"
"MONTEN Johan","Men"
"RYBERG Tobias","Men"
"LANDSTROEM Isak","Men"
"NELIN Jesper","Men"
"BYSTROEM Johan","Men"
"LANGMAN Jonas","Men"
"SUOKKO Samuli","Men"
"METS Andre","Men"
"GUNDERSEN Emil Mikael Soebak","Men"
"OPSAHL Eivind Gjoerven","Men"
"JACOBSEN Joachim","Men"
"LUNDE Daniel","Men"
"JOERSTAD Per","Men"
"EGGE Vegard Kjoes","Men"
"HAAPNES Mats","Men"
"HAUGEN Baard Erik","Men"
"BAANERUD Martin Stuge","Men"
"SANDVIK Tor Einar","Men"
"HAUGSBOE Andre","Men"
"LAUGALAND Audun","Men"
"TYNELL Rikard","Men"
"CALLESEN Christoffer","Men"
"UTISTOG Svein Olav","Men"
"HENRIKSEN Thomas","Men"
"HATLEN Knut Anders","Men"
"MOSLET Kristoffer","Men"
"FUGLERUD Tor Atle","Men"
"ROENNING Ole","Men"
"MOLAND Stig","Men"
"LOEVENSKIOLD Harald","Men"
"SVINSAAS Morten","Men"
"NORDVIK Eirik","Men"
"LANDFALD Simon Sivertsen","Men"
"BJEGLERUD Lars","Men"
"NYGAARD Anders Rudaa","Men"
"BJERREGAARD Eirik","Men"
"AOKI Masakazu","Men"
"BJERKLI Atle","Men"
"NIELSEN Jonas","Men"
"ANDERSSON Erik","Men"
"KROGSVEEN Tore","Men"
"GULLHAV Anders","Men"
"GJOEMLE Erik","Men"
"QUICKLUND Oscar","Men"
"LUNDGREN Jens","Men"
"LINELL Emil","Men"
"NURMINEN Timo","Men"
"NAETTINEN Niko","Men"
"NIKANDER Aku","Men"
"SOERLUND Kristian","Men"
"TOEMMERSTRAND Joern Yngve","Men"
"NYMAN Johan","Men"
"BRAENNSTROEM Johan","Men"
"JAERNBERG Anton","Men"
"SKJELLAUG Harald","Men"
"FORSBERG Andreas","Men"
"LUND Oskar","Men"
"SJOESTROEM Olle","Men"
"LUNDSTROEM Emil","Men"
"ENGSTROEM David","Men"
"NORLEN Samuel","Men"
"HALL Gustav","Men"
"SMULLIN Josh","Men"
"JENSEN Lars","Men"
"CHRISTIANSEN Erling","Men"
"KJOELHAMAR Vegard","Men"
"SONNTAG Daniel","Men"
"WATTERDAL Oeyvind","Men"
"SMITH Didrik","Men"
"ROENNING Bernhard","Men"
"STENE John","Men"
"LEISTAD Petter","Men"
"BERGLAND Jonas Kinge","Men"
"FISKETJOEN Aslak","Men"
"NAESLUND Daniel","Men"
"KROGSVEEN Arne","Men"
"BOTNEN Andre","Men"
"LANDE Marius","Men"
"HALLAND Jon Arild","Men"
"RISSANEN Jarmo","Men"
"PIMINAEINEN Mika","Men"
"TIILIKAINEN Tino","Men"
"TEISALA Hannu","Men"
"STEEN Adam","Men"
"ROGN Geir Endre","Men"
"SOEDERSTROEM Erik","Men"
"SKAARUD Kenneth","Men"
"BOERSHEIM Torkjell Lunde","Men"
"OESTENSEN Jesper","Men"
"ANDERSSON Johan","Men"
"SAETRE Erlend Skippervik","Men"
"MOHOLDT Lars Hol","Men"
"MARKSET Trygve","Men"
"GASMANN Per Ola","Men"
"LIA Magnus","Men"
"KAAS Martin Waaler","Men"
"HAUGSNES Eirik","Men"
"BARTNES Martin","Men"
"KRISTIANSEN Gunnar","Men"
"KROGSVEEN Lars","Men"
"FOLLERAAS Anders","Men"
"SANDVIK Sondre","Men"
"SJULSTAD Petter Andre Besseberg","Men"
"GAASOE Trygve Henden","Men"
"BREDESEN Paal","Men"
"HANSEN Amund","Men"
"WASENDEN Thomas","Men"
"SAETHA Morten","Men"
"BOTTEN Aslak","Men"
"SKROEDAL Kristian Sveaas","Men"
"ANDERSSON Rickard","Men"
"OSKARSSON Andreas","Men"
"SVENSSON Jonatan","Men"
"BRAENNSTROEM Joel","Men"
"STEEN Jonatan","Men"
"PERSSON Tomas","Men"
"BJOERGAARD John","Men"
"BOERSHEIM Sjur","Men"
"JAKOBSEN Ronny","Men"
"MUNZ Ole Morten","Men"
"ASK Morten","Men"
"AARDAL Inge","Men"
"SELSENG Haavard","Men"
"JORDE Svein","Men"
"BIRKELAND Stian","Men"
"SKARSTAD Tron Eivind","Men"
"STEINSLAND Solveig","Women"
"SLIND Silje Oeyre","Women"
"GROENDAHL Outi","Women"
"BRULAND Astrid","Women"
"JORDE Liv Birgit","Women"
"ANDERSSON Terese","Women"
"GAUSEN Julie","Women"
"KORPI Maarit","Women"
"STORSLETT Anne","Women"
"HALLBERG Lisa","Women"
"EIDE Mari","Women"
"BOE Kjersti","Women"
"ERIKSSON Emma","Women"
"LOEVBROETTE Ingrid","Women"
"BRULAND Synnove","Women"
"SUNDVOR Tone","Women"
"GUIN Mari Riseth","Women"
"KARSET Marthe Kristine Hafsahl","Women"
"EIDE Ida","Women"
"RANTALAINEN Maaret","Women"
"TAMMJARV Kati","Women"
"SOEDERLUND Helene","Women"
"KVELI Laila","Women"
"JONSSON Sofie","Women"
"JIRHED Jennie","Women"
"SCHWARTZ Katja","Women"
"SVENSSON Lisa K","Women"
"BOCHKAREVA Svetlana","Women"
"KELJA Jonna","Women"
"SAAPUNKI Susanna","Women"
"HEIKKILAE Satu","Women"
"KAINULAINEN Anni","Women"
"KEMPPAINEN Saana","Women"
"HOYLANEN Jenni","Women"
"KIRVESNIEMI Anita","Women"
"RUOSTEKOSKI Anni","Women"
"KIVIKKO Noora","Women"
"KEISANEN Anni","Women"
"REPO Marja-Terttu","Women"
"VIRTANEN Niina","Women"
"PORTTI Tiina","Women"
"LOUKUSA Eevakaisa","Women"
"ROIVAINEN Paeivi","Women"
"LEHTOLA Krista","Women"
"SIPILA Meri","Women"
"SJOELUND Emma","Women"
"VARJUS Riikka","Women"
"OKSANEN Eevamari","Women"
"RANTALA Tiia","Women"
"POLLARI Terhi","Women"
"UTRIAINEN Erika","Women"
"NORD Anni","Women"
"SARIOLA Ruut","Women"
"KOMONEN Iina","Women"
"SALMINEN Mari","Women"
"PELTTARI Elisa","Women"
"UUSI-AUTTI Tiia","Women"
"UKKOLA Johanna","Women"
"SETTLIN Evelina","Women"
"LINDSTEDT Emilia","Women"
"SUNDIN Marika","Women"
"NILSSON Cecilia","Women"
"HULTIN Lina","Women"
"CARLSSON Therese","Women"
"ELIASSON Emilia","Women"
"WIKLUND Helena","Women"
"MOHLIN Elin","Women"
"INDAHL Ida","Women"
"LOEVALD HELLBERG Christina","Women"
"DANVIND-MALM Linda","Women"
"JOHANSSON Evelina","Women"
"SUNDIN Rebecka","Women"
"HEDLUND Linnea","Women"
"GLAENNERUD Caroline","Women"
"OEBERG Lina","Women"
"THOMASDOTTER-MYHR Mathilda","Women"
"LUNDBERG Linda","Women"
"MALIWAN Anna K","Women"
"LARSSON Hanna","Women"
"SUNDSTROEM Maria","Women"
"CLAREUS Ida","Women"
"AHNBERG Anja","Women"
"NILSSON Malin","Women"
"HALVARSSON Josefin","Women"
"DAHL Lisa","Women"
"PERSSON Louise","Women"
"HALLQUIST Frida","Women"
"AHNBERG Erica","Women"
"JANSSON Johanna","Women"
"LYCKE Kristina","Women"
"SJOELANDER Emma","Women"
"LINDKVIST Ida","Women"
"CEDERVAERN Emelie","Women"
"STARK Emelie","Women"
"JANSSON Julia","Women"
"WASELL Karin","Women"
"MATTSSON Amanda","Women"
"ERIKSSON Malin","Women"
"MATTES Magdalena","Women"
"BAANGMAN Evelina","Women"
"SEPAENMAA Sofia","Women"
"LARSEN Maerta","Women"
"LUNDQVIST Evelina","Women"
"JOHANSSON Eva","Women"
"PERSSON Alexandra","Women"
"NYSTEDT Anna","Women"
"LUNDSTROEM Olivia","Women"
"FREDRIKSSON Malin","Women"
"FORSBERG Moa","Women"
"OSKARSSON Erika","Women"
"LAPPI Terttu","Women"
"KARKKULAINEN Laura","Women"
"HAMALAINEN Emma","Women"
"ELDEN Mari","Women"
"PEDERSEN Ida Gjermundshaug","Women"
"BAKKETUN Kjersti","Women"
"ALMELAND Silje Kreken","Women"
"SKJAERLI Ragnhild","Women"
"MOXNES Elbjoerg-Dirdal","Women"
"SVENKERUD Berthe Anette","Women"
"SKOOG Karolina","Women"
"NORDGREN Anna","Women"
"NILSSON Petra","Women"
"BOERJEL Maria","Women"
"GJELTEN Berit","Women"
"MUSGRAVE Rosamund","Women"
"TURUNEN Johanna","Women"
"POHJA Pauliina","Women"
"HEISKANEN Heli","Women"
"NERENG Silje","Women"
"BUSKQVIST My","Women"
"KASSELSTRAND Ida","Women"
"MALMIN Maria","Women"
"BORGNES Karoline","Women"
"STEIRA Nina Stoermer","Women"
"SVENDSEN Anna","Women"
"CARLSON Ase-Lunde","Women"
"PEDERSEN Oda Hammernes","Women"
"EIE Kari","Women"
"SMITH Karina","Women"
"FAHLE Ine","Women"
"SOEDERMAN Marie-Helen","Women"
"HOLMGREN Madeleine","Women"
"GREVSGAARD Maria Moe","Women"
"ROGNMO Marit","Women"
"PUNTEL Antonio","Men"
"BUISSON Emilien","Men"
"GERSTENBERGER Andy","Men"
"RONC CELLA Francois","Men"
"NANEY Samuel","Men"
"PRASIL Vojtech","Men"
"LISCHER Lukas","Men"
"HEER Piet","Men"
"HASEK Jan","Men"
"LAMPIC Anamarija","Women"
"HICKS Annika","Women"
"BAUDIN Francesca","Women"
"TRIBE Erin","Women"
"STRUPLER Annina","Women"
"EINFALT Lea","Women"
"HERNANDEZ Elisa","Women"
"BACKSCHEIDER Adrien","Men"
"INNIGER Mathias","Men"
"BRIGADOI Mauro","Men"
"WEEGER Markus","Men"
"RASTELLI Maicol","Men"
"TRITSCHER Bernhard II","Men"
"BERTOLINA Mirco","Men"
"MULLER Claudio","Men"
"PROSEN Luka","Men"
"GOSTINCAR Luka","Men"
"PRAZNIK Aljaz","Men"
"JORBA Oscar","Men"
"HERNANDEZ Marcos","Men"
"RADKOV Georgi","Men"
"BONTHOUX Mickael","Men"
"GERBER Roger","Men"
"CESTER Vincent","Men"
"SCHAAD Roman","Men"
"BONOLINI Fabrizio","Men"
"SCHAAD Fabian","Men"
"KAESER Erwan","Men"
"REZZONICO Matteo","Men"
"CERUTTI Yannick","Men"
"VONTOBEL Andrin","Men"
"HOESLI Corsin","Men"
"KINDSCHI Linard","Men"
"ENGEL Clyde","Men"
"HAMMER Reto","Men"
"RENGGLI Lars","Men"
"SCHULER Rene","Men"
"LINDEGGER Janis","Men"
"KINDSCHI Curdin","Men"
"COUPLAN Sylvain","Men"
"SKORY Roberto","Men"
"BIERI Yann","Men"
"THALMANN Florian","Men"
"RENGGLI Nils","Men"
"HIERNICKEL Ludwig","Men"
"BIELER Livio","Men"
"DU PASQUIER Arnaud","Men"
"DANUSER Marius","Men"
"ARNOLDI Martino","Men"
"STUDER Etan","Men"
"JAEGER Christa","Women"
"VONTOBEL Rebecca","Women"
"MALLE Johanna","Women"
"ROGANTINI Claudia","Women"
"MUELLER Natalia","Women"
"JAEGER Barbara","Women"
"VON SIEBENTHAL Nathalie","Women"
"MEINEN Susi","Women"
"PHILIPONA Julia","Women"
"MEIER-RUGE Ladina","Women"
"CARLEN Chantal","Women"
"EGGER Jennifer","Women"
"VON SIEBENTHAL Patricia","Women"
"JACOB Helene","Women"
"WAGNER Sarah","Women"
"GRUBER Anja","Women"
"HINZ Vanessa","Women"
"KOENIG Lisa","Women"
"WAIDELICH Sarah","Women"
"VIGO Berta","Women"
"HEYNEN Anna-Lena","Women"
"EBERSPACHER Florian","Men"
"ROHDE Florian","Men"
"DESCHAMPS Louis","Men"
"EBNER Lukas","Men"
"MEINGAST Roy","Men"
"BENEDIKT Bernhard","Men"
"NEDZA-KUBINIEC Andrzej","Men"
"ANTOLEC Jan","Men"
"RAZYM Pavel","Men"
"KUKUCZKA Krzysztof","Men"
"UNGER Patrick","Men"
"KOVACS Paul","Men"
